hotelId,Hotel_name,Address,City,Latitude,Longitude,Property_type,Room_status,Price,Currency,Rating,Final_rating
OIHQPWID,Capital O 80951 Hotel Radisson Suite,"India, Mumbai",Mumbai,,,hotel,,2819,INR,104,1.4
OIVDABKK,SilverKey Hotel Manas Residency,"Chembur East, Mumbai",Mumbai,,,hotel,,2702,INR,410,2.6
OIHMGTJI,Hotel Airport Metro,"Andheri East, Mumbai",Mumbai,,,hotel,,2289,INR,879,4.5
OIHSYWGB,Collection O Hotel Kiwi International,"Andheri East, Mumbai",Mumbai,,,hotel,,2094,INR,75,1.3
OINBWNJZ,Druv's Taj Palace,"Near Asalpha Metro Station, Dhumai Estate, Mumbai",Mumbai,,,hotel,,2656,INR,686,3.7
OIHEWCNG,Collection O Collection O Hotel Jayshree Domestic Airport,"Vile Parle East, Mumbai",Mumbai,,,hotel,,3127,INR,588,3.4
OIRKZKBH,Hotel Blue Executive,"On main street, Near Saki Vihar complex, Sakinaka,Mumbai",Mumbai,,,hotel,,2772,INR,1875,5.0
OIUDSFZB,Blue Pearl Residency,"On main street, Near Asalpha Metro Station, Ghatkopar, Mumbai",Mumbai,,,hotel,,1921,INR,995,5.0
OIHWMLXH,Hotel Blue Sapphire Residency,"Near The Crescent Business Park, Sakinaka, Mumbai",Mumbai,,,hotel,,2220,INR,1144,5.0
OIMPXEFB,Hotel Blue Sea,"On main street, Near Asalpha Metro Station, Ghatkopar, Mumbai",Mumbai,,,hotel,,1921,INR,2051,5.0
OITWEUTZ,Super OYO Hotel Divine Residency,"Near Chirag Nagar Police Station, LBS Marg, Mumbai",Mumbai,,,hotel,,4069,INR,644,3.6
OITQYIWD,Capital O Hotel Adore Palace,"Sakinaka Jharimari Link Road, Mumbai",Mumbai,,,hotel,,2092,INR,34,1.1
OIIOKWKZ,Hotel Greenforest,"Near Axis Bank, Customs Colony, Mumbai",Mumbai,,,hotel,,2247,INR,664,3.7
OINCXKOR,Capital O Hotel Pearl,"Near Wajan Kata Bus Stop, Indira Nagar, Mumbai",Mumbai,,,hotel,,2896,INR,119,1.5
OIXVDERW,Anjali Hotel Mumbai,"Near Kanti Nagar, Andheri East, Mumbai",Mumbai,,,hotel,,2535,INR,477,2.9
OIYKYJQA,Rana Residency,"Tolany Naka, Sher-e-Punjab Colony, Mumbai",Mumbai,,,hotel,,1916,INR,589,3.4
OIKBGSEA,Flagship The Mumbai Inn,"The Mumbai Inn 90 Feet Road Next To Peninsula Near Tilak Nagar Gate Sakinaka Mumbai, Mumbai",Mumbai,,,hotel,,1863,INR,470,2.9
OIPTQXLT,Royal Inn,"Near Jankidevi Public School Road, Varsova, Mumbai",Mumbai,,,hotel,,2740,INR,465,2.9
OIDIXOPZ,Capital O Hotel Zaid International NEAR L&T Sakinaka & IIT POWAI,"Near Huntsman Building, Marol, Mumbai",Mumbai,,,hotel,,3273,INR,711,3.8
OIOATVEW,Flagship Om Residency,"Near Ganesh nagar, Marol, Mumbai",Mumbai,,,hotel,,2530,INR,16,1.1
OIYBXLIU,SPOT ON Yatra Inn,"Lalbagh, Bangalore",Bangalore,,,hotel,,1040,INR,2617,5.0
OIPTFVTA,Townhouse 180 Jayanagar,"Near Sagar Hospital, Tilak Nagar, Bangalore",Bangalore,,,hotel,,1828,INR,3524,5.0
OIUGMWQY,Super OYO Townhouse OAK Spruce Hotels A2 Indiranagar,"India, Bangalore",Bangalore,,,hotel,,1423,INR,253,2.0
OIGDBCYR,Super OYO Collection O Sabharwal Residency,"Opposite Shanthinagar, Bangalore",Bangalore,,,hotel,,1410,INR,429,2.7
OIJCSVUM,Townhouse Chic 364 Richmond Road,"Near Baldwin Women College, Richmond Town, Bengaluru",Unknown,,,hotel,,2082,INR,1457,5.0
OITBAGSX,Hotel Townhall,"Near Dhanlakshmi Bank, JC Road, Bangalore",Bangalore,,,hotel,,1070,INR,1144,5.0
OILAXIEH,Collection O Hotel Hemadri Residency,"Opp Saraswati Kalyana Mantapa, Bangalore",Bangalore,,,hotel,,872,INR,74,1.3
OIZYQCDE,Super OYO Capital O Boulevard Elite Madiwala,"B T M Layout, Bangalore",Bangalore,,,hotel,,1365,INR,2664,5.0
OILNFMEP,Sai Ram Residency,"Cubbonpet Main Road, Bangalore",Bangalore,,,hotel,,1092,INR,207,1.8
OIHPWSYV,Super OYO  Design Oyo Townhouse OAK Clove Boutique Hotel Rajaji Nagar,"4th Block, Rajaji Nagar, Bangalore",Bangalore,,,hotel,,3053,INR,1360,5.0
OINPFNAB,SPOT ON Hotel Relax Inn,"Banashankari 3rd Stage, Bangalore",Bangalore,,,hotel,,645,INR,69,1.3
OIQKBFKI,Super OYO Townhouse 385 Navya International Ramamurthy Nagar,"Near Rammamurthynagar Police Station, Bangalore",Bangalore,,,hotel,,1274,INR,2655,5.0
OIRMGXXI,Sree Balaji Residency,"Agrahara Dasarahalli, Rajaji Nagar, Bangalore",Bangalore,,,hotel,,907,INR,360,2.4
OIQBUEZE,Super OYO Townhouse 238 Tierra Woods,"Halasuru, Bangalore",Bangalore,,,hotel,,2276,INR,1675,5.0
OIKUFUIK,Capital O Champion Lotus,"Near IIFT, Vijayanagar, Bangalore",Bangalore,,,hotel,,1339,INR,1342,5.0
OIWRRVAK,Capital O Premium Hotel Victoria Heights,"Near St.Philomena's Hospital, Xavier Layout, Bangalore",Bangalore,,,hotel,,1508,INR,957,4.8
OINATBRM,Townhouse OAK SRK White Inn,"Koramangala, Bangalore",Bangalore,,,hotel,,1427,INR,1603,5.0
OINNSPXH,Hotel Silver House,"Arghar Dasrahalli Near Madhu Hospital Opp Maharaja Tent House Reliance Smart Building Magadi Main Road, Bangalore",Bangalore,,,hotel,,844,INR,494,3.0
OIYMNZML,Varcity Emerald,"Near KEB Colony, BTM Layout 1, Bangalore",Bangalore,,,hotel,,879,INR,1965,5.0
OIKXFBOJ,Collection O Hotel Palm Tree,"Near Halasuru Metro Station, Ulsoor, Bangalore",Bangalore,,,hotel,,2566,INR,1271,5.0
OIGBWAKU,Super OYO Townhouse 385 Navya International Ramamurthy Nagar,"Near Rammamurthynagar Police Station, Bangalore",Bangalore,,,hotel,,1274,INR,2655,5.0
OIDJMTOQ,Collection O Hotel Tiara,"Tavarekere Main Rd, Bangalore",Bangalore,,,hotel,,1175,INR,644,3.6
OIGDCWUM,Townhouse OAK SRK White Inn,"Koramangala, Bangalore",Bangalore,,,hotel,,1427,INR,1603,5.0
OIFRDBQI,Sai Ram Residency,"Cubbonpet Main Road, Bangalore",Bangalore,,,hotel,,1092,INR,207,1.8
OICOVVYJ,Super OYO Nar Comforts,"NAR Comforts,13, G.K temple street, opp. Vijayalaxmi theater, Chickpet, Bangalore",Bangalore,,,hotel,,1338,INR,1682,5.0
OIUIQVWG,Flagship Hotel Royal Comfort,"Gandhinagar, Bangalore",Bangalore,,,hotel,,1357,INR,60,1.2
OIYWJGPI,Super OYO Capital O Choice Regal Suites,"Centrally Located, Near Sagar Hospital, Hombegowda Nagar, Bangalore",Bangalore,,,hotel,,1753,INR,1337,5.0
OIOBLTPN,Capital O Champion Lotus,"Near IIFT, Vijayanagar, Bangalore",Bangalore,,,hotel,,1339,INR,1342,5.0
OIMFRZCC,Hotel Blue Inn,"Near Bilal masjid, Gurappanapalya, Bangalore",Bangalore,,,hotel,,1351,INR,1393,5.0
OIDVMWXE,Hotel Silver House,"Arghar Dasrahalli Near Madhu Hospital Opp Maharaja Tent House Reliance Smart Building Magadi Main Road, Bangalore",Bangalore,,,hotel,,844,INR,494,3.0
OIUIKMMT,Super OYO Flagship Vsv Avenue Hennur,"landmark Krishna Medical Store) Oposite Krishna Leela Grand Hotel, Bangalore",Bangalore,,,hotel,,1264,INR,299,2.2
OIKSOQYL,Super OYO  Design Oyo Townhouse OAK Clove Boutique Hotel Rajaji Nagar,"4th Block, Rajaji Nagar, Bangalore",Bangalore,,,hotel,,3053,INR,1360,5.0
OIKKUSKB,Collection O Hotel Palm Tree,"Near Halasuru Metro Station, Ulsoor, Bangalore",Bangalore,,,hotel,,2566,INR,1271,5.0
OIMZZPTA,Townhouse 76427 Hotel Skyline,"B S K 2nd Stage, Bangalore",Bangalore,,,hotel,,1406,INR,352,2.4
OIXQPOPV,Flagship HOTEL SKYSPACE,"Yeswantpur Near Railway Station, Bangalore",Bangalore,,,hotel,,1140,INR,358,2.4
OICRCHUR,SPOT ON 810480 Canton Lodging And Boarding,"Karnataka, Bangalore",Bangalore,,,hotel,,872,INR,17,1.1
OIPXAVCT,Collection O Onyx International,"Karnatakanull, Bangalore",Bangalore,,,hotel,,1334,INR,332,2.3
OINFIAET,Mn Residency,"Madiwala,  South Zone, Bengaluru, Bangalore South, Bangalore Urban, Karnataka, - 560034, India Bangalore.",Bangalore,,,hotel,,1257,INR,1061,5.0
OIVRXKQX,Home Leva Homes,"Mahadevapura Zone, Bangalore",Bangalore,,,hotel,,1236,INR,1013,5.0
OIADEZNI,Super OYO Capital O Chetana Inn,"Centrally Located, Near Shanti Niketan School, Kodigehalli, Bangalore",Bangalore,,,hotel,,1352,INR,1549,5.0
OIZXNDSK,Super OYO Capital O Choice Regal Suites,"Centrally Located, Near Sagar Hospital, Hombegowda Nagar, Bangalore",Bangalore,,,hotel,,1753,INR,1337,5.0
OIOYZWKY,Super OYO Capital O Blooms Stay Inn,"Bangalore Urban, Bangalore",Bangalore,,,hotel,,2063,INR,663,3.7
OITDBOEW,Super OYO Townhouse 273 Hosur Main Road Bommanahalli,"Near krishna Theature Bommanahalli, Hosur main road, Bangalore",Bangalore,,,hotel,,2302,INR,1983,5.0
OIIRHUWO,Nra Residency,"Rajarajeshwari Nagar, Bangalore",Bangalore,,,hotel,,759,INR,416,2.7
OIFUKWOG,Super OYO Flagship Vsv Avenue Hennur,"landmark Krishna Medical Store) Oposite Krishna Leela Grand Hotel, Bangalore",Bangalore,,,hotel,,1264,INR,299,2.2
OIYWLOKA,Super OYO Capital O SS Suites,Above Vishal Mega mart,Unknown,,,hotel,,1513,INR,1488,5.0
OIWIFLZK,Collection O Nandi Comforts,"Yeshwantpur, Bangalore",Bangalore,,,hotel,,872,INR,52,1.2
OIGJQUFD,Flagship Hotel Royal Comfort,"Gandhinagar, Bangalore",Bangalore,,,hotel,,1357,INR,60,1.2
OIFMDBFB,Capital O Hotel Shanti Nivas,"Near Yeshwanthpur , Sri Raghavendra Layout, Bangalore",Bangalore,,,hotel,,1159,INR,807,4.2
OIOUUCAF,Capital O Prime Residency,"Near Perseverance HBR, Saint Thomas Town, Bangalore",Bangalore,,,hotel,,1339,INR,795,4.2
OISYZUUX,Capital O Safari Rooms,"India Bangalore Karnatakaindia, Bangalore",Bangalore,,,hotel,,1316,INR,160,1.6
OIMIFEVO,Super OYO Capital O Chetana Clove,"Near Shanti Niketan School, Maruthinagar, Bangalore",Bangalore,,,hotel,,1397,INR,1653,5.0
OIDVYMJB,Super OYO Collection O 85404 Valleyton Park,"Near Manyata Tech Park,HBR Layout,Outer Ring Road,Bangalore",Bangalore,,,hotel,,1261,INR,593,3.4
OIHYRHTF,Townhouse 76427 Hotel Skyline,"B S K 2nd Stage, Bangalore",Bangalore,,,hotel,,1406,INR,352,2.4
OIXPRJQX,Flagship HOTEL SKYSPACE,"Yeswantpur Near Railway Station, Bangalore",Bangalore,,,hotel,,1140,INR,358,2.4
OIMLUBNS,SPOT ON Janapriya Lodge,"Bangalore Urban, Bangalore",Bangalore,,,hotel,,781,INR,372,2.5
OIOBGCKW,Santa Maria,"Jeevan Bhima Nagar, Bangalore",Bangalore,,,hotel,,1384,INR,707,3.8
OIZBZSWK,Super OYO Townhouse 149 Siri Residency,"Bhuvaneswari Nagar, Bangalore",Bangalore,,,hotel,,1716,INR,887,4.5
OIJCWCRX,Super OYO Capital O High end Withinn Hotel,"Near NIAS, Mathikere Extension, Bangalore",Bangalore,,,hotel,,1873,INR,993,5.0
OIYISEDW,Collection O Royal Elevar,"Dasarahalli, Bangalore",Bangalore,,,hotel,,1018,INR,630,3.5
OIOCAPUK,Mn Residency,"Madiwala,  South Zone, Bengaluru, Bangalore South, Bangalore Urban, Karnataka, - 560034, India Bangalore.",Bangalore,,,hotel,,1257,INR,1061,5.0
OITVQAVK,The Royal International Hotel,"Near Robert Bosch Company, Mangammanapalya, Bangalore",Bangalore,,,hotel,,1140,INR,822,4.3
OIWOVTSP,SPOT ON 76191 Sahara Lodge,"Yeshwanthapura, Bangalore",Bangalore,,,hotel,,670,INR,353,2.4
OINPMIED,Hotel Golden Arch,"Near Vijayanagar police station, MC Layout, Bangalore",Bangalore,,,hotel,,1077,INR,202,1.8
OIUCTHIM,Collection O Onyx International,"Karnatakanull, Bangalore",Bangalore,,,hotel,,1334,INR,332,2.3
OIUZARXS,Collection O Hotel Supreme Suites,"14/15 14 And 15 L V Complex Munireddy Layout Horamavu Banaswadi, Bangalore",Bangalore,,,hotel,,1023,INR,126,1.5
OIWMQWTO,Collection O Hotel Status Executive Room's,"Near Old Airport Road, Bangalore",Bangalore,,,hotel,,1344,INR,39,1.2
OIYSZDMW,Super OYO Collection O Ctc Gardenia Residency,"Opp Urvashi Theatre, Bangalore",Bangalore,,,hotel,,1921,INR,318,2.3
OIMALJPD,SPOT ON Srinivasa Boarding And Lodging,"Near N R Colony, Sajjepalya, Bangalore",Bangalore,,,hotel,,670,INR,432,2.7
OIKOWAIU,Flagship 37297 N R Deluxe,"Near Prashant Hospital, Bangalore",Bangalore,,,hotel,,649,INR,59,1.2
OISOCXKX,Capital O N R Comforts,"Koramangala, Bangalore",Bangalore,,,hotel,,1095,INR,178,1.7
OIQQOOKZ,Capital O Royal Manyata,"Gate Number 4, Bangalore",Bangalore,,,hotel,,1194,INR,854,4.4
OIRZOJEH,Super OYO Townhouse 490 Indiranagar Extn,"Bangalore, Bangalore",Bangalore,,,hotel,,1473,INR,923,4.7
OITVOLNV,Collection O Sln Suites,"Behind Baptist Hospital, Hebbal",Unknown,,,hotel,,1670,INR,244,2.0
OIZSQAXG,Capital O Elite Stay Jp Nagar,"6th Phase, Bangalore",Bangalore,,,hotel,,1452,INR,926,4.7
OINRFJSG,Flagship Sai Vishram,"26/1 sheshadri Road  Anandrao Circle Gandhi Nagar, Bangalore",Bangalore,,,hotel,,1061,INR,38,1.2
OIZYAKIF,Super OYO Flagship Blooms Residency,"Bangalore East, Bangalore",Bangalore,,,hotel,,1800,INR,750,4.0
OIPXVAHS,Royal Grand Residency,"Bangalore Karnataka, Bangalore",Bangalore,,,hotel,,1164,INR,586,3.3
OIBDQWUH,Flagship Varcity Plaza,"Near Cross Road, Maruti Nagar, Bangalore",Bangalore,,,hotel,,1272,INR,588,3.4
OIVEDYJO,18544 Amm Residency,"Mavalli, Bengaluru",Unknown,,,hotel,,1191,INR,2,1.0
OISGWUQH,Townhouse 038 Global Wings Hotels,"Kammanahalli, Bangalore",Bangalore,,,hotel,,1517,INR,675,3.7
OIKLFKDM,Flagship Gn Nelli Rooms,"Bengalore-43, Bangalore",Bangalore,,,hotel,,1050,INR,240,2.0
OISNJQRO,Townhouse OAK Hotel Prime,"Near Karnataka Bank, Babusapalya Main Road, Bangalore",Bangalore,,,hotel,,2061,INR,917,4.7
OIGMJAJZ,Hotel Blue Inn,"Near Bilal masjid, Gurappanapalya, Bangalore",Bangalore,,,hotel,,1351,INR,1393,5.0
OIYNTAFG,Hotel Fiesta Grand,"Near Mariyappa Road, Jayanagar Ward, Bangalore",Bangalore,,,hotel,,1262,INR,225,1.9
OINIFGFN,Collection O Tierra Woods,"Bangalore , Bangalore",Bangalore,,,hotel,,1628,INR,102,1.4
OIHBAKUT,Flagship 79381 DM Residency,"Rajarajeshwari Nagar Zone, Bangalore",Bangalore,,,hotel,,977,INR,179,1.7
OIMBWBOQ,Flagship 811000 Atithi Comforts,"Yeshwantpur, Bangalore",Bangalore,,,hotel,,981,INR,6,1.0
OIZFHTTB,Royal Inn,"Near 14th Main Road, Rajaji Nagar, Bangalore",Bangalore,,,hotel,,988,INR,278,2.1
OIVFBEIY,Flagship 810144 Sunder Nivas,"Yeshwantpur, Bangalore",Bangalore,,,hotel,,911,INR,28,1.1
OIYPGUUX,Super OYO Capital O King Suites -hennur,"East Zone, Bangalore",Bangalore,,,hotel,,1293,INR,164,1.7
OIDLQSXL,Super OYO Capital O Savi International,"Near Mantri Square Mall, Sheshadripuram, Bangalore",Bangalore,,,hotel,,2099,INR,1044,5.0
OISOCULW,Hotel Diva Residency,"Near Syndicate Bank, Gandhi Nagar, Banglore",Unknown,,,hotel,,1228,INR,20,1.1
OIEQHMSL,Home Exotic Stay Bsk 3rd Stage,"Katriguppe, Bangalore",Bangalore,,,hotel,,1282,INR,568,3.3
OIMKKETX,Flagship Pride Inn,"14 Cross Hosur Main Road, Bangalore",Bangalore,,,hotel,,1289,INR,373,2.5
OIVYQWIP,Hotel Turista,"Near Central Silk board, BTM Layout, Bangalore",Bangalore,,,hotel,,910,INR,1086,5.0
OIKBJQJW,Super OYO Flagship Majestic,"Near Majestic Railway Station, Akkipete, Bangalore",Bangalore,,,hotel,,1509,INR,1158,5.0
OIJGHYDJ,Home Leva Homes,"Mahadevapura Zone, Bangalore",Bangalore,,,hotel,,1236,INR,1013,5.0
OIIJGCIC,Capital O Gn Suites,"Near Sub Registrar ice, Banaswadi, Bangalore",Bangalore,,,hotel,,1734,INR,771,4.1
OIKICAIJ,Townhouse 093 Ramamurthy Nagar,"Near Ramamurthy Nagar Signal, Bangalore,Karnataka",Bangalore,,,hotel,,1901,INR,769,4.1
OILGWBPW,Collection O 812451 The Grand Budget Hotel,"Karnataka , Bangalore",Bangalore,,,hotel,,1536,INR,93,1.4
OITINUUF,Flagship My Own Nest,"Near Srinivasa Temple, Bangalore",Bangalore,,,hotel,,1342,INR,223,1.9
OIUUAYHQ,Flagship 5590 Ujwal Residency,"Near Indian Oil Petrol Bunk, Divanarapalya, Bangalore",Bangalore,,,hotel,,1179,INR,20,1.1
OITOMRMY,Flagship 810304 New Pavithra Paradise,"No 462 3rd Phase 3rd Block Havanur Circle Basaveshwaranagar Bangalore, Bangalore",Bangalore,,,hotel,,1071,INR,278,2.1
OIETQQHW,Sri Sai Guru Comforts,"Near Kodigihalli Gate, Byatarayanapura, Bangalore",Bangalore,,,hotel,,1159,INR,75,1.3
OINGYGRN,Flagship Elite Stay,"Jp Nagar, Bangalore",Bangalore,,,hotel,,1392,INR,14,1.1
OIKYUZJQ,SPOT ON 810681 Vasavi Residency,"Bangalor, Bangalore",Bangalore,,,hotel,,725,INR,27,1.1
OIQZYKOA,Flagship 810484 Royal Galaxy Lodge,"05th road cross Iblur bus stop. opposite Colombia asia hospital.sarjapur outer ring road. , Bangalore",Bangalore,,,hotel,,743,INR,661,3.6
OIIMCBLL,Capital O 70991 Prime Square,"Centrally Located, Near Kalyan Nagar Bus Stand, 1st stage, Bangalore",Bangalore,,,hotel,,1377,INR,231,1.9
OILADNZA,Royal Residency,"Near Taj Yeshwantpur, M S K Nagar, Bangalore",Bangalore,,,hotel,,1088,INR,254,2.0
OIFBWCBZ,8501 ABHIMAANI COMFORTS,Kanakpura main road metro pillar number 45 nearby Banashankari metro station JP Nagar,Unknown,,,hotel,,1403,INR,271,2.1
OIOQWIMI,Flagship S M Residency,"Nagarbhavi, Bangalore",Bangalore,,,hotel,,1276,INR,14,1.1
OIDFOSLE,Flagship Sree Nandanam Residency,"Bengaluru, Bangalore",Bangalore,,,hotel,,1014,INR,837,4.3
OIYJUWEB,Townhouse 076 Hebbal,"Dasarahalli, Bangalore",Bangalore,,,hotel,,1950,INR,514,3.1
OIMRQZXM,Super OYO Exotica Hotels,"Near Jayadeva Flyover, BTM Layout, Bangalore",Bangalore,,,hotel,,1876,INR,126,1.5
OIKTRISY,Flagship V R Residency,"Centrally Located, Near 4th block, HBR Layout, Bangalore",Bangalore,,,hotel,,1398,INR,96,1.4
OIKGDNUP,Collection O 62387 Emara Grand Hotel,"H S R Layout, Bangalore",Bangalore,,,hotel,,2489,INR,8,1.0
OIJPZWJE,Flagship 80878H Century Gardens,"Bengaluru, Bangalore",Bangalore,,,hotel,,1412,INR,203,1.8
OIGAPOVZ,Hotel Telehaus International,"Near Karnataka Bank, Shanti Nagar, Bangalore",Bangalore,,,hotel,,2099,INR,99,1.4
OIHTKRFU,Townhouse 078 DODDA BANASWADI,"Near Udupi Upachar, Lakshmamma Layout, Bangalore",Bangalore,,,hotel,,2082,INR,287,2.1
OIWORKHR,Flagship Hotel Amster Inn,"Near Mysore RD. Metro Station, FCI Layout, Bangalore",Bangalore,,,hotel,,1500,INR,1,1.0
OIXDYAZQ,Collection O 812391 Sri Skanda Inn,"Venugopal Reddy Layout, Bangalore",Bangalore,,,hotel,,1384,INR,4,1.0
OIRNUTLJ,Collection O B Six Hotel,"Kalasipalyam Main Road, Bangalore",Bangalore,,,hotel,,2392,INR,159,1.6
OIEDFLAF,Flagship 810923 Hotel Shiva International,"Bangalore, Bangalore",Bangalore,,,hotel,,1286,INR,13,1.1
OIPDKSKQ,Collection O Fortune Rooms,"Karnataka , Bangalore",Bangalore,,,hotel,,1538,INR,14,1.1
OIGBATTD,Collection O Ira International Boutique Hotel,"India, Bangalore",Bangalore,,,hotel,,2211,INR,7,1.0
OINCENKY,Flagship 81138 Gm royals,"Karnataka, Bangalore",Bangalore,,,hotel,,643,INR,13,1.1
OIKXJLRE,Collection O Metro O Comforts,"JP Nagar Metro Station, JP Nagar, Bangalore",Bangalore,,,hotel,,1566,INR,23,1.1
OIRMYIBG,Flagship 810805  My Own Nest II Ramamurthy Nagar,"Devki Apparao Layout, Bangalore",Bangalore,,,hotel,,1442,INR,90,1.4
OIYGQNRJ,Palette - Hotel Metro View Inn,"India, Bangalore",Bangalore,,,hotel,,2601,INR,9,1.0
OIWOVUCQ,Flagship 69693 The Royal Park,"Near OYE Amritsar, New Tippasandra, Banglore",Unknown,,,hotel,,2339,INR,1,1.0
OIHLQAGF,Flagship 44601 Cloud Stay,"Near Sai Baba Temple, Kudlu Gate, Bangalore",Bangalore,,,hotel,,1773,INR,417,2.7
OILFWDDO,Collection O 809961 New Royal Serenity Inn,"India , Bangalore",Bangalore,,,hotel,,1772,INR,1248,5.0
OIMEOQCM,Super OYO Flagship Archana Inn,"Near Minerva Circle, JC Road, Bangalore",Bangalore,,,hotel,,1189,INR,137,1.5
OIILFQKG,Collection O Premium Eden Au Lac,"Near Indiranagar Police Station, Indiranagar, Bangalore",Bangalore,,,hotel,,1953,INR,200,1.8
OIQAWSNG,Flagship 92604 Sp Residency,"Btm 2nd Stagenull, Bangalore",Bangalore,,,hotel,,890,INR,185,1.7
OIYNRYSB,Flagship NR Residency,"Near Teacher's colony Park, Jakkasandra, Bangalore",Bangalore,,,hotel,,1050,INR,249,2.0
OIFNYEEP,Flagship 7558 Galaxy Inn,"Shivaji Nagar, Bangalore",Bangalore,,,hotel,,1781,INR,63,1.3
OIRKCHZK,Nr Royal,"Sector 6, HSR Layout Ward, Bommanahalli Zone, Bengaluru, Bangalore South, Bangalore Urban, Karnataka",Bangalore,,,hotel,,1272,INR,1273,5.0
OIZMAYSL,Flagship 13043 SREE SAI SUITES,"Near SBI Bank, RT Nagar Main Road, Bangalore",Bangalore,,,hotel,,1672,INR,2372,5.0
OIMOYYVZ,Super OYO Flagship Olivia Comforts,"Near Eat Street, Kormangala, Bangalore",Bangalore,,,hotel,,2717,INR,4151,5.0
OIKDIYOO,Super OYO Collection O Compact Green View,"Near Ejipura Bus stand, Ashwini Layout, Bangalore",Bangalore,,,hotel,,598,INR,1101,5.0
OIIUPVAM,Super OYO Flagship Varcity Phi Premium Pavilion,"B T M Layout, Bangalore",Bangalore,,,hotel,,1361,INR,1995,5.0
OIOXTJUW,Flagship White Fort,"Dispensary Rd, Kalasipalya,Bangalore",Bangalore,,,hotel,,572,INR,1762,5.0
OILEZXRA,Capital O Elegant Amethyst Business Hotel,"5th Block, Jayanagar, Bangalore",Bangalore,,,hotel,,576,INR,1434,5.0
OINYCTYJ,Super OYO Hotel Subha Residency,"Majestic, Bangalore",Bangalore,,,hotel,,677,INR,431,2.7
OIOANPNK,Capital O Victorian Comforts,"Near Adams Creation, Victoria Layout, Bangalore",Bangalore,,,hotel,,581,INR,165,1.7
OIXYDYBN,Flagship Hotel Gurudev Residency,"Gandhi Nagar, Bangalore",Bangalore,,,hotel,,1519,INR,1004,5.0
OIOYIASE,SPOT ON Hotel Sri Thirumala Lodge,"Opp BHEL, Bangalore",Bangalore,,,hotel,,960,INR,888,4.6
OIDRLIUJ,Collection O Naidu Palace,"Near Dhobi Ghat junction, Rajajinagar, Bangalore",Bangalore,,,hotel,,1066,INR,103,1.4
OIXOZJWI,Super OYO Townhouse 258 Spruce Hotels Bellandur,"Bellandur, Bangalore",Bangalore,,,hotel,,819,INR,129,1.5
OIMRZBMP,Collection O 808132 Status Suites,"Bangalore , Bangalore",Bangalore,,,hotel,,768,INR,798,4.2
OIXSCOLU,Exotic Stay Bg Road,"Bangalore Urban, Bangalore",Bangalore,,,hotel,,699,INR,2919,5.0
OIWEDNUI,SPOT ON A Class Suites,"Bangalore Urban, Bangalore",Bangalore,,,hotel,,599,INR,943,4.8
OIOVYKWP,Varcity Park,"Near SV Hospitals, Madiwala, Bangalore",Bangalore,,,hotel,,576,INR,562,3.2
OIBDIZRB,Flagship Aayush Corporate Stays,"Near Maharaja Signal, Kormangala, Bangalore",Bangalore,,,hotel,,576,INR,709,3.8
OIGBYSDP,Shree Mookambika Guest House,"Kormangla, Bangalore",Bangalore,,,hotel,,549,INR,1086,5.0
OIHIQBNL,Corner Golf View,"Domlur, Bangalore",Bangalore,,,hotel,,808,INR,1320,5.0
OIARDJFB,Home Shiva Shakthi Inn,"J P Nagar, Bangalore",Bangalore,,,hotel,,899,INR,2881,5.0
OIEGLZVV,Super OYO Hotel Resida Elite Service Apartments,"Near Domlur Bridge, Indiranagar, Bangalore",Bangalore,,,hotel,,1049,INR,140,1.6
OIGRGQNB,Super OYO Townhouse 610 Derawal Nagar,"Near Vinayak Hoptiat, Gujranwala Town, Delhi",Delhi,,,hotel,,2011,INR,3508,5.0
OIAYNOHW,Shubh Guest House,"C1/64 Main Sarvice Road Soniya Vihar 3 Rd Pusta, Delhi",Delhi,,,hotel,,1002,INR,337,2.3
OIJUIPYB,Townhouse 868 Dream Connect,"Wz-3 Opp Pillor No 322 Moti Nagar Delhi, Delhi",Delhi,,,hotel,,1282,INR,61,1.2
OIJFSKWK,Blue Diamond,"Opp. Metro Pillar No. 102, Near Sai Baba Mandir, Adarsh Nagar, Delhi",Delhi,,,hotel,,921,INR,864,4.5
OIGNOKKJ,Flagship Hotel Diamond Tree,"New Delhi, Delhi",Delhi,,,hotel,,1252,INR,848,4.4
OIQBOELZ,The Chill Palace,"North West Delhi, Delhi",Delhi,,,hotel,,1552,INR,4273,5.0
OIOFXNYG,Flagship The Mayur Hotel,"Tri Nagar, Delhi",Delhi,,,hotel,,1441,INR,170,1.7
OIGEEKDW,Hotel Landmark Inn,Near Karol Bagh Metro Station,Unknown,,,hotel,,576,INR,249,2.0
OIMQQRLK,Flagship Hotel Happy Moments,"Near Divine Hospital, Delhi",Delhi,,,hotel,,759,INR,735,3.9
OISTZHFU,Collection O Radisson Blue Hotel Nearby Khajuri chowk-Signature Bridge,"Bhajanpura, Delhi",Delhi,,,hotel,,643,INR,427,2.7
OISHWRVT,Flagship Kashish Residency,"Ashok Vihar-3, Delhi",Delhi,,,hotel,,1048,INR,180,1.7
OICMPKVC,Flagship 812491 Hotel Siddhartha Guest House,"Seelampur, Delhi",Delhi,,,hotel,,811,INR,75,1.3
OIQVUTTN,Hotel New Tech India,"Near Jhandewalan, Nai Walan, Delhi",Delhi,,,hotel,,845,INR,23,1.1
